Id,Neighborhood,OverallQual,GrLivArea,YearBuilt,actual_price,pred_price,rel_error,abs_rel_error,valuation_flag
1000,CollgCr,7,1208,2006,205999.99999999988,191567.71693297915,0.07533776200960798,0.07533776200960798,Overpriced
1001,Edwards,3,944,1952,82000.0,59147.10524291533,0.3863738497975267,0.3863738497975267,Overpriced
1002,OldTown,5,691,1920,86000.00000000001,84711.92832890505,0.015205316376388675,0.015205316376388675,Overpriced
1003,Somerst,8,1574,2006,231999.99999999997,248836.32375800583,-0.06766023345682942,0.06766023345682942,Underpriced
1004,NWAmes,5,1680,1976,136905.00000000006,148534.54338503443,-0.07829521079745078,0.07829521079745078,Underpriced
1005,Blmngtn,7,1504,2005,181000.00000000006,186455.02599264125,-0.02925652426691082,0.02925652426691082,Underpriced
1006,CollgCr,5,985,1977,149900.0,134167.0259351252,0.11726408896089191,0.11726408896089191,Overpriced
1007,NAmes,6,1657,1970,163499.99999999988,162533.52322556326,0.005946322673971409,0.005946322673971409,Overpriced
1008,MeadowV,4,1092,1970,87999.99999999996,85936.63063023558,0.024010359198774645,0.024010359198774645,Overpriced
1009,Mitchel,7,1710,2004,240000.00000000003,228682.0816812847,0.04949193323545638,0.04949193323545638,Overpriced
1010,SWISU,5,1522,1926,102000.00000000001,116867.1203500879,-0.12721388450020715,0.12721388450020715,Underpriced
1011,Sawyer,5,1271,1948,134999.99999999997,125519.6875860621,0.07552848956413899,0.07552848956413899,Overpriced
1012,Edwards,5,1664,1965,100000.00000000004,114025.0219248587,-0.12299951088017326,0.12299951088017326,Underpriced
1013,Crawfor,6,1502,1923,165000.00000000015,169898.93539754648,-0.02883440903313086,0.02883440903313086,Underpriced
1014,OldTown,5,1022,1910,84999.99999999996,90251.75874262856,-0.05819009862849403,0.05819009862849403,Underpriced
1015,NAmes,6,1082,1948,119200.00000000007,116594.04869670844,0.022350637381761986,0.022350637381761986,Overpriced
1016,NWAmes,8,1665,2001,227000.0,210621.82525459753,0.07776105218727784,0.07776105218727784,Overpriced
1017,CollgCr,7,1504,1996,202999.9999999999,229306.87045364713,-0.11472342892126723,0.11472342892126723,Underpriced
1018,StoneBr,8,1360,1984,187500.0,186387.29293804482,0.005969865458183598,0.005969865458183598,Overpriced
1019,Gilbert,7,1472,1991,159999.99999999997,168798.53294858403,-0.052124463375899675,0.052124463375899675,Underpriced
1020,Blmngtn,7,1506,2005,213490.00000000003,192774.23463143493,0.10746127670106731,0.10746127670106731,Overpriced
1021,Edwards,4,1132,2005,176000.00000000006,150840.90345684192,0.1667922689839668,0.1667922689839668,Overpriced
1022,CollgCr,7,1220,2006,194000.00000000006,202146.5398416917,-0.04030016960998439,0.04030016960998439,Underpriced
1023,OldTown,5,1248,1930,86999.99999999994,106943.762406479,-0.1864883183244991,0.1864883183244991,Underpriced
1024,Blmngtn,7,1504,2005,191000.00000000015,188414.94051943073,0.013720034480507784,0.013720034480507784,Overpriced
1025,Timber,8,2898,1976,287000.0000000001,294179.0973675053,-0.024403832331216437,0.024403832331216437,Underpriced
1026,CollgCr,5,882,1972,112500.00000000004,121579.84535531695,-0.07468215910935791,0.07468215910935791,Underpriced
1027,NAmes,5,1264,1960,167499.99999999997,142579.84155544607,0.17478037689404374,0.17478037689404374,Overpriced
1028,Timber,8,1646,2007,293076.99999999994,341831.71250680723,-0.14262782159462864,0.14262782159462864,Underpriced
1029,NAmes,5,1376,1941,104999.99999999997,125895.62062982807,-0.16597575455994348,0.16597575455994348,Underpriced
1030,BrDale,6,1218,1972,118000.00000000009,114261.55809993028,0.03271828217851067,0.03271828217851067,Overpriced
1031,SWISU,5,1928,1916,159999.99999999997,133812.31934945163,0.19570455678418563,0.19570455678418563,Overpriced
1032,SWISU,7,3082,1920,197000.00000000015,247181.0638410544,-0.20301338242205452,0.20301338242205452,Underpriced
1033,NoRidge,8,2520,1993,310000.0000000002,318009.3513295973,-0.025185898767158946,0.025185898767158946,Underpriced
1034,CollgCr,7,1654,2002,230000.0000000001,234928.30638751824,-0.02097791646864737,0.02097791646864737,Underpriced
1035,Crawfor,5,954,1938,119749.99999999993,130789.64908846411,-0.08440766655010393,0.08440766655010393,Underpriced
1036,Edwards,4,845,1957,84000.00000000003,83731.45473908416,0.0032072207720823926,0.0032072207720823926,Overpriced
1037,Timber,9,1620,2007,315500.00000000023,341922.4444975299,-0.07727613358742388,0.07727613358742388,Underpriced
1038,CollgCr,8,2263,2001,287000.0000000001,260228.79935953298,0.10287562601201553,0.10287562601201553,Overpriced
1039,MeadowV,4,1344,1970,96999.99999999999,107220.21721935531,-0.09531987049090199,0.09531987049090199,Underpriced
1040,MeadowV,4,630,1970,80000.0,77103.28195520898,0.03756932223032723,0.03756932223032723,Overpriced
1041,Sawyer,5,1803,1957,155000.00000000012,164873.7773540039,-0.05988688748729025,0.05988688748729025,Underpriced
1042,NWAmes,6,1632,1966,172999.9999999999,166524.9381053968,0.03888343672888749,0.03888343672888749,Overpriced
1043,NridgHt,6,1306,2005,196000.0000000001,179614.44057124044,0.09122629214359101,0.09122629214359101,Overpriced
1044,SawyerW,7,2329,1990,262280.00000000023,267170.21114832023,-0.01830372902465981,0.01830372902465981,Underpriced
1045,NWAmes,8,2524,1981,278000.0000000002,284980.76263612916,-0.024495557424843467,0.024495557424843467,Underpriced
1046,Edwards,3,1733,1955,139600.0,125705.84052886962,0.11052914814995761,0.11052914814995761,Overpriced
1047,StoneBr,9,2868,2005,556581.0000000003,425329.3139368852,0.3085883849580883,0.3085883849580883,Overpriced
1048,CollgCr,5,990,1994,145000.00000000012,140977.5024583658,0.028532903984607418,0.028532903984607418,Overpriced
1049,Mitchel,5,1771,1960,114999.99999999991,126813.51652588247,-0.09315660388198001,0.09315660388198001,Underpriced
1050,Edwards,4,930,1946,84900.00000000001,106384.52935203824,-0.2019516322805126,0.2019516322805126,Underpriced
1051,Gilbert,7,1302,2007,176484.99999999988,189784.15957062488,-0.07007518225289999,0.07007518225289999,Underpriced
1052,CollgCr,7,1316,2007,200140.99999999983,182187.27094619782,0.09854546347040877,0.09854546347040877,Overpriced
1053,NAmes,6,1977,1964,165000.00000000015,177261.78979924228,-0.06917333855835044,0.06917333855835044,Underpriced
1054,Edwards,5,1526,1957,144499.99999999994,142829.83069459017,0.011693420746125898,0.011693420746125898,Overpriced
1055,CollgCr,8,1989,2002,255000.0000000001,263760.56294472556,-0.03321407433666027,0.03321407433666027,Underpriced
1056,NWAmes,6,1523,1976,180000.00000000003,164823.130505854,0.09207973084582927,0.09207973084582927,Overpriced
1057,NridgHt,7,1364,2005,185850.0,211502.15912990694,-0.12128556623457969,0.12128556623457969,Underpriced
1058,NoRidge,7,1850,1994,248000.0000000002,214336.7112466522,0.1570579699462184,0.1570579699462184,Overpriced
1059,NridgHt,9,2184,2008,334999.9999999998,338924.2185930248,-0.011578454349811872,0.011578454349811872,Underpriced
1060,Crawfor,6,1991,1932,219999.99999999983,184882.32418089974,0.18994609665734669,0.18994609665734669,Overpriced
1061,StoneBr,8,1338,2001,213499.99999999994,202065.1976714735,0.05658966739595433,0.05658966739595433,Overpriced
1062,IDOTRR,3,894,1935,81000.00000000007,78219.16097788005,0.03555189019358607,0.03555189019358607,Overpriced
1063,OldTown,5,2337,1900,90000.00000000001,124333.43427897866,-0.2761399978861798,0.2761399978861798,Underpriced
1064,OldTown,6,1103,1925,110500.00000000001,131501.9769629189,-0.1597084503820126,0.1597084503820126,Underpriced
1065,NAmes,5,1154,1966,153999.99999999988,146396.33160395897,0.051938927107892705,0.051938927107892705,Overpriced
1066,ClearCr,7,2260,1996,328000.0000000002,285049.377390691,0.15067783344231156,0.15067783344231156,Overpriced
1067,Gilbert,6,1571,1993,177999.99999999994,168805.3668635763,0.05446884365859348,0.05446884365859348,Overpriced
1068,NAmes,6,1611,1964,167900.00000000003,181699.27149118614,-0.0759456621809047,0.0759456621809047,Underpriced
1069,MeadowV,6,2521,1973,151399.99999999988,164646.7757337722,-0.08045572514090325,0.08045572514090325,Underpriced
1070,NAmes,5,893,1949,134999.99999999997,132056.44883613367,0.022290097831715115,0.022290097831715115,Overpriced
1071,NAmes,5,1048,1956,134999.99999999997,133860.97888004695,0.008508985437598626,0.008508985437598626,Overpriced
1072,NWAmes,6,1556,1968,153999.99999999988,166785.26259800256,-0.07665702831801517,0.07665702831801517,Underpriced
1073,Edwards,5,1456,1948,91500.00000000007,105499.07484928209,-0.132693816218591,0.132693816218591,Underpriced
1074,Edwards,6,1426,1977,159499.9999999999,161951.9068265322,-0.015139721875325337,0.015139721875325337,Underpriced
1075,CollgCr,7,1240,2006,194000.00000000006,195610.5908129889,-0.008233658547295257,0.008233658547295257,Underpriced
1076,Crawfor,7,1740,1940,219500.00000000012,213054.8609570507,0.03025107718264491,0.03025107718264491,Overpriced
1077,OldTown,5,1466,1936,170000.00000000012,147754.08281636806,0.15056042282959967,0.15056042282959967,Overpriced
1078,NAmes,5,1096,1969,138799.99999999997,128727.58686186199,0.07824595631507274,0.07824595631507274,Overpriced
1079,CollgCr,6,848,2004,155900.00000000012,139931.74582132103,0.11411459268913117,0.11411459268913117,Overpriced
1080,CollgCr,5,990,1994,125999.99999999993,131152.31054941806,-0.039284939227027575,0.039284939227027575,Underpriced
1081,NWAmes,6,1258,1971,145000.00000000012,172233.9105012004,-0.15812165224577227,0.15812165224577227,Underpriced
1082,Sawyer,5,1040,1963,133000.00000000012,130734.76122715202,0.01732698137500124,0.01732698137500124,Overpriced
1083,CollgCr,7,1459,2002,191999.99999999997,195122.56968824466,-0.016003118927932075,0.016003118927932075,Underpriced
1084,NAmes,6,1251,1964,159999.99999999997,154183.14241828932,0.03772693622970708,0.03772693622970708,Overpriced
1085,Gilbert,6,1498,1995,187500.0,191191.07953064438,-0.019305709971959045,0.019305709971959045,Underpriced
1086,SawyerW,6,996,1992,146999.99999999988,147113.26081588064,-0.0007698885556109555,0.0007698885556109555,Underpriced
1087,MeadowV,4,1092,1973,83500.00000000001,92677.05196692716,-0.09902183736058068,0.09902183736058068,Underpriced
1088,Somerst,8,1953,2005,252000.0000000001,260279.7112348001,-0.03181082073404807,0.03181082073404807,Underpriced
1089,Edwards,7,1709,2004,137500.00000000012,132702.1294797394,0.036155188609789675,0.036155188609789675,Overpriced
1090,Somerst,8,1247,2005,197000.00000000015,202992.21471724694,-0.029519431203770576,0.029519431203770576,Underpriced
1091,NAmes,3,1040,1950,92900.00000000006,91683.60428460607,0.01326731998469459,0.01326731998469459,Overpriced
1092,Somerst,7,1252,1999,159999.99999999997,155708.0062883503,0.027564373945559856,0.027564373945559856,Overpriced
1093,SWISU,6,1694,1925,136500.00000000006,163582.10184035936,-0.1655566320256043,0.1655566320256043,Underpriced
1094,NAmes,5,1200,1965,145999.99999999997,151035.59666336788,-0.03334046261022411,0.03334046261022411,Underpriced
1095,NAmes,5,936,1956,129000.0000000001,133500.4523593209,-0.033711139399046144,0.033711139399046144,Underpriced
1096,CollgCr,6,1314,2006,176432.00000000015,172872.97939988173,0.020587489221701047,0.020587489221701047,Overpriced
1097,IDOTRR,6,1355,1914,126999.99999999991,117235.9496881327,0.08328546267455689,0.08328546267455689,Overpriced
1098,StoneBr,8,1088,1986,170000.00000000012,160102.66532107038,0.06181867527989987,0.06181867527989987,Overpriced
1099,BrkSide,4,1324,1936,127999.99999999997,109450.45972301027,0.1694788703851369,0.1694788703851369,Overpriced
1100,NWAmes,7,1601,1978,156999.99999999994,164102.72726519813,-0.043282201238007655,0.043282201238007655,Underpriced
1101,SWISU,2,438,1920,60000.000000000015,67662.41949939662,-0.11324483451947706,0.11324483451947706,Underpriced
1102,NAmes,5,950,1971,119500.00000000009,119860.1414928048,-0.0030046810250623254,0.0030046810250623254,Underpriced
1103,NAmes,5,1134,1960,134999.99999999997,130066.77003607454,0.03792844215749483,0.03792844215749483,Overpriced
1104,NAmes,6,1194,1959,159499.9999999999,153335.82690974223,0.04020047509109588,0.04020047509109588,Overpriced
1105,BrDale,5,1302,1970,106000.00000000001,111683.28310105958,-0.050887500288802394,0.050887500288802394,Underpriced
1106,NoRidge,8,2622,1994,324999.9999999999,328371.6242783365,-0.01026770898900421,0.01026770898900421,Underpriced
1107,SawyerW,7,1442,1990,179900.00000000006,194219.16900185787,-0.0737268575262045,0.0737268575262045,Underpriced
1108,Gilbert,7,2021,2006,274724.9999999999,233264.8447402066,0.17773854995581773,0.17773854995581773,Overpriced
1109,Gilbert,6,1690,2000,181000.00000000006,170886.93383079596,0.059179867895678764,0.059179867895678764,Overpriced
1110,NridgHt,8,1836,2004,280000.0,292312.9838728665,-0.04212260334704012,0.04212260334704012,Underpriced
1111,Gilbert,6,1658,1995,188000.00000000012,191240.93891971567,-0.016946888767766004,0.016946888767766004,Underpriced
1112,NWAmes,7,1964,1976,205000.0,205634.93909202478,-0.003087700440539618,0.003087700440539618,Underpriced
1113,NAmes,5,816,1957,129900.00000000012,126455.00597960017,0.02724284415403604,0.02724284415403604,Overpriced
1114,NAmes,5,1008,1953,134500.00000000006,133095.79069766623,0.010550365980570759,0.010550365980570759,Overpriced
1115,OldTown,5,833,1954,116999.99999999991,122314.38438901382,-0.04344856425154231,0.04344856425154231,Underpriced
1116,NridgHt,8,1734,2007,318000.0,293979.0206704006,0.08170984199764014,0.08170984199764014,Overpriced
1117,Gilbert,8,1419,2002,184099.99999999988,189184.04913285386,-0.02687356125507031,0.02687356125507031,Underpriced
1118,Sawyer,5,894,1967,130000.00000000009,137355.7002672256,-0.05355220244165321,0.05355220244165321,Underpriced
1119,Sawyer,5,1601,1958,139999.9999999999,145141.23349291293,-0.035422280555194925,0.035422280555194925,Underpriced
1120,NAmes,5,1040,1959,133700.0000000001,128717.40422029937,0.038709573191617656,0.038709573191617656,Overpriced
1121,IDOTRR,6,1012,1920,118399.99999999999,120663.45993899993,-0.018758453803199546,0.018758453803199546,Underpriced
1122,CollgCr,7,1552,2005,212899.9999999999,225528.19395929386,-0.055993859293588986,0.055993859293588986,Underpriced
1123,Edwards,4,960,1956,112000.00000000004,80878.90031857234,0.38478638506267276,0.38478638506267276,Overpriced
1124,Edwards,5,698,1947,118000.00000000009,101198.21296589552,0.16602849538229375,0.16602849538229375,Overpriced
1125,Gilbert,7,1482,1992,163899.9999999999,161448.08111027683,0.015187042626095375,0.015187042626095375,Overpriced
1126,NAmes,4,1005,1955,114999.99999999991,109094.86503016137,0.05412844104262797,0.05412844104262797,Overpriced
1127,Blmngtn,7,1555,2007,173999.99999999997,207735.3334228755,-0.16239574109524424,0.16239574109524424,Underpriced
1128,Gilbert,7,1530,2004,259000.0,253155.52213475702,0.023086511469151014,0.023086511469151014,Overpriced
1129,Gilbert,7,1959,2004,215000.0,215913.69405581485,-0.004231755932899069,0.004231755932899069,Underpriced
1130,OldTown,5,936,1980,139999.9999999999,127687.11488428603,0.09643013022004764,0.09643013022004764,Overpriced
1131,SWISU,4,1981,1928,134999.99999999997,125380.66091158998,0.07672107499252141,0.07672107499252141,Overpriced
1132,Mitchel,5,974,1991,93500.00000000009,109807.37845654305,-0.14850894981521404,0.14850894981521404,Underpriced
1133,OldTown,6,2210,1880,117499.99999999996,117781.75423708267,-0.002392172190911434,0.002392172190911434,Underpriced
1134,SawyerW,8,2020,1995,239499.99999999983,245532.19330915684,-0.024567830506697332,0.024567830506697332,Underpriced
1135,Gilbert,6,1600,1997,169000.00000000012,170679.35722513017,-0.009839252106597389,0.009839252106597389,Underpriced
1136,BrkSide,6,986,1926,102000.00000000001,105424.56675573619,-0.03248357438044527,0.03248357438044527,Underpriced
1137,NAmes,6,1252,1950,118999.99999999993,122409.89958582394,-0.02785640374970868,0.02785640374970868,Underpriced
1138,Sawyer,5,1020,1875,93999.99999999997,92166.0852573397,0.019897934663707845,0.019897934663707845,Overpriced
1139,Mitchel,6,1567,1977,196000.0000000001,214463.17525819337,-0.08609018884461338,0.08609018884461338,Underpriced
1140,BrkSide,5,1167,1920,144000.0,127780.52521062417,0.12693229083728388,0.12693229083728388,Overpriced
1141,NAmes,5,952,1951,139000.00000000003,129397.65999657451,0.07420798802451077,0.07420798802451077,Overpriced
1142,NWAmes,5,1868,1976,197500.0,170406.81025848238,0.15899123808738153,0.15899123808738153,Overpriced
1143,CollgCr,8,2828,2006,424870.0,384590.711532772,0.10473286862986471,0.10473286862986471,Overpriced
1144,Sawyer,5,1006,1959,80000.0,108329.42085881566,-0.2615117909264652,0.2615117909264652,Underpriced
1145,Edwards,4,924,1941,80000.0,84553.4623643756,-0.05385305624449613,0.05385305624449613,Underpriced
1146,BrkSide,5,1576,1928,149000.0,130881.60633460231,0.1384334603831002,0.1384334603831002,Overpriced
1147,SawyerW,6,1298,1985,180000.00000000003,164436.69382431236,0.09464618762230671,0.09464618762230671,Overpriced
1148,Crawfor,7,1564,1941,174499.99999999994,200287.1215707479,-0.1287507722339457,0.1287507722339457,Underpriced
1149,OldTown,7,1111,1926,116900.00000000004,132678.65900437697,-0.11892386554688045,0.11892386554688045,Underpriced
1150,OldTown,7,1482,1920,143000.0000000001,139662.55334387618,0.023896503223068473,0.023896503223068473,Overpriced
1151,NAmes,6,932,1950,124000.00000000007,115930.04514254803,0.06961055563748982,0.06961055563748982,Overpriced
1152,Edwards,5,1466,1959,149900.0,146689.2322517194,0.02188823064238901,0.02188823064238901,Overpriced
1153,Crawfor,6,1811,1956,230000.0000000001,206521.76320770348,0.11368408068782576,0.11368408068782576,Overpriced
1154,IDOTRR,6,816,1930,120499.99999999996,116079.18693008696,0.038084459297389794,0.038084459297389794,Overpriced
1155,NAmes,7,1820,1965,201799.99999999988,221207.51157267776,-0.08773441477958824,0.08773441477958824,Underpriced
1156,Veenker,5,1437,1976,217999.99999999988,193545.66844066686,0.12634915447270634,0.12634915447270634,Overpriced
1157,NAmes,5,1265,1965,179900.00000000006,171009.11579796576,0.05199070330577115,0.05199070330577115,Overpriced
1158,NridgHt,7,1314,2007,230000.0000000001,203656.33858020278,0.1293535060261471,0.1293535060261471,Overpriced
1159,Somerst,8,1580,2007,235128.0,255840.17569410702,-0.08095747916805429,0.08095747916805429,Underpriced
1160,NWAmes,6,1876,1974,185000.00000000006,182045.14081875898,0.016231464173948378,0.016231464173948378,Overpriced
1161,NPkVill,6,1456,1978,145999.99999999997,141591.58083672926,0.03113475488598508,0.03113475488598508,Overpriced
1162,Crawfor,6,1640,1954,224000.0,206324.44059482418,0.08566876204398263,0.08566876204398263,Overpriced
1163,Sawyer,5,894,1968,129000.0000000001,126856.15288336283,0.016899827622933076,0.016899827622933076,Overpriced
1164,Sawyer,4,1258,1969,108959.00000000003,120351.00672045856,-0.0946565137333579,0.0946565137333579,Underpriced
1165,Veenker,5,1432,1978,194000.00000000006,189032.01968211724,0.02628115769083535,0.02628115769083535,Overpriced
1166,NridgHt,7,1502,2009,233169.99999999983,217208.90468572284,0.07348269325040296,0.07348269325040296,Overpriced
1167,CollgCr,8,1694,2008,245349.99999999985,258090.34885656327,-0.04936391040195004,0.04936391040195004,Underpriced
1168,Gilbert,6,1671,2000,172999.9999999999,193634.2870362624,-0.10656318853488093,0.10656318853488093,Underpriced
1169,Edwards,6,2108,1935,235000.0,198319.19728265083,0.18495840654836115,0.18495840654836115,Overpriced
1170,NoRidge,10,3627,1995,625000.0000000002,513268.36963543535,0.2176865690046821,0.2176865690046821,Overpriced
1171,Mitchel,6,1118,1977,171000.00000000012,144535.46683759338,0.18310061704192981,0.18310061704192981,Overpriced
1172,NAmes,6,1261,1958,162999.99999999988,166507.11139769945,-0.02106283250162747,0.02106283250162747,Underpriced
1173,Somerst,7,1250,2006,171900.00000000003,159901.13605807672,0.0750392663724745,0.0750392663724745,Overpriced
1174,ClearCr,5,3086,1946,200499.99999999988,200683.28724607057,-0.0009133159446702984,0.0009133159446702984,Underpriced
1175,Crawfor,6,2345,1932,239000.00000000003,206990.39381923864,0.1546429551156604,0.1546429551156604,Overpriced
1176,NoRidge,8,2872,1992,284999.99999999994,322295.84254031576,-0.1157192790522903,0.1157192790522903,Underpriced
1177,Mitchel,5,923,1984,119500.00000000009,129527.95745675616,-0.0774192510532252,0.0774192510532252,Underpriced
1178,OldTown,6,1224,1926,114999.99999999991,111751.93403840708,0.029064964195398446,0.029064964195398446,Overpriced
1179,Crawfor,5,1343,1921,154900.00000000003,120981.87266047411,0.28035710304067135,0.28035710304067135,Overpriced
1180,Edwards,5,1124,1954,93000.00000000007,96920.1075891283,-0.040446793618375526,0.040446793618375526,Underpriced
1181,Timber,7,2514,1990,249999.9999999998,236549.37659891866,0.05686180024852629,0.05686180024852629,Overpriced
1182,Crawfor,8,1652,2008,392500.0,284574.3458843176,0.3792529287216751,0.3792529287216751,Overpriced
1183,NoRidge,10,4476,1996,744999.9999999997,378216.00009936147,0.9697738853043764,0.9697738853043764,Overpriced
1184,OldTown,5,1130,1920,120000.00000000004,150446.4481678283,-0.20237399113513246,0.20237399113513246,Underpriced
1185,Timber,5,1572,1963,186699.99999999983,184158.84399890833,0.013798718247311336,0.013798718247311336,Overpriced
1186,Edwards,5,1221,1924,104900.00000000007,127979.1679873139,-0.18033534949689292,0.18033534949689292,Underpriced
1187,OldTown,3,1699,1900,95000.00000000001,108181.73599264343,-0.12184807233579427,0.12184807233579427,Underpriced
1188,NoRidge,8,1624,1994,261999.99999999994,263540.29672795156,-0.005844634566612938,0.005844634566612938,Underpriced
1189,CollgCr,7,1660,2002,195000.00000000006,188403.59000799092,0.03501212472506156,0.03501212472506156,Overpriced
1190,Gilbert,7,1804,1999,188999.99999999988,199096.70289864764,-0.05071255702203964,0.05071255702203964,Underpriced
1191,Mitchel,4,1622,1961,167999.9999999999,157048.60862267177,0.06973249539344967,0.06973249539344967,Overpriced
1192,Somerst,8,1441,1999,173999.99999999997,182412.2216683497,-0.04611654631148724,0.04611654631148724,Underpriced
1193,OldTown,5,1472,1925,124999.9999999999,136752.3564504658,-0.08593896847929504,0.08593896847929504,Underpriced
1194,Mitchel,6,1224,1999,165000.00000000015,161331.5701709027,0.022738449921558303,0.022738449921558303,Overpriced
1195,Sawyer,6,1352,1969,157999.99999999997,141750.8485522156,0.11463177549726478,0.11463177549726478,Overpriced
1196,Gilbert,6,1456,2005,176000.00000000006,165649.99538654168,0.06248116451381003,0.06248116451381003,Overpriced
1197,Gilbert,7,1863,2006,219209.9999999999,221222.65469686768,-0.00909786883999575,0.00909786883999575,Underpriced
1198,OldTown,7,1690,1916,144000.0,149488.12159601075,-0.03671276043485456,0.03671276043485456,Underpriced
1199,CollgCr,7,1212,2001,177999.99999999994,178546.1391472183,-0.0030588124158094105,0.0030588124158094105,Underpriced
1200,Sawyer,4,1382,1963,148000.00000000015,135532.5225364198,0.09198882475038515,0.09198882475038515,Overpriced
1201,NAmes,4,864,1970,116050.00000000009,105233.29712990322,0.10278783583816056,0.10278783583816056,Overpriced
1202,CollgCr,7,1779,1998,197900.0000000001,197262.56903100465,0.0032313832884091204,0.0032313832884091204,Overpriced
1203,BrkSide,5,1348,1925,116999.99999999991,131058.76858558567,-0.10727072089346636,0.10727072089346636,Underpriced
1204,CollgCr,7,1630,2000,213000.00000000015,201118.23730715062,0.05907849458079495,0.05907849458079495,Overpriced
1205,NWAmes,5,1074,1975,153500.0,147225.65767011046,0.042617179839321874,0.042617179839321874,Overpriced
1206,SawyerW,7,2196,1990,271899.9999999998,268001.1597239778,0.014547848524377892,0.014547848524377892,Overpriced
1207,SawyerW,4,1056,1966,107000.00000000003,110007.33265711219,-0.027337565455621726,0.027337565455621726,Underpriced
1208,CollgCr,6,1700,2003,199999.99999999997,198660.322797656,0.006743556959325432,0.006743556959325432,Overpriced
1209,NAmes,5,1283,1962,139999.9999999999,148772.25480277822,-0.05896431975442836,0.05896431975442836,Underpriced
1210,Somerst,8,1660,2006,289999.9999999999,295916.6108726545,-0.01999418300718767,0.01999418300718767,Underpriced
1211,SawyerW,6,1845,1992,188999.99999999988,188144.55866166123,0.0045467237767794775,0.0045467237767794775,Overpriced
1212,Gilbert,8,1752,1988,163999.99999999988,223398.03086761097,-0.265884308097645,0.265884308097645,Underpriced
1213,Edwards,4,672,1941,112999.99999999993,90290.15875383379,0.251520670243609,0.251520670243609,Overpriced
1214,Sawyer,4,960,1965,145000.00000000012,134706.2670096641,0.07641614023494192,0.07641614023494192,Overpriced
1215,NAmes,5,999,1962,134500.00000000006,128071.57885507822,0.050193971233821064,0.050193971233821064,Overpriced
1216,Sawyer,5,894,1966,124999.9999999999,117689.51277951166,0.062116726017757036,0.062116726017757036,Overpriced
1217,Sawyer,6,1902,1978,112000.00000000004,130758.91104583218,-0.14346181759847304,0.14346181759847304,Underpriced
1218,Somerst,8,1314,2009,229456.00000000003,256553.9884253288,-0.10562294740241689,0.10562294740241689,Underpriced
1219,BrkSide,4,912,1947,80500.00000000001,75505.30611905291,0.0661502368200683,0.0661502368200683,Overpriced
1220,BrDale,6,1218,1971,91500.00000000007,96292.12565278985,-0.04976653719400925,0.04976653719400925,Underpriced
1221,NAmes,5,912,1964,114999.99999999991,117782.06739008453,-0.02362046661034262,0.02362046661034262,Underpriced
1222,Sawyer,5,1211,1968,133999.9999999999,125115.10482281598,0.0710137691989024,0.0710137691989024,Overpriced
1223,NAmes,6,1846,1949,143000.0000000001,149601.78411907514,-0.04412904670856315,0.04412904670856315,Underpriced
1224,NAmes,5,2136,1951,137900.0000000001,105380.52867249551,0.30859089185792077,0.30859089185792077,Overpriced
1225,Gilbert,7,1490,2004,184000.00000000015,194762.35879967615,-0.055258926139550836,0.055258926139550836,Underpriced
1226,NAmes,6,1138,1958,145000.00000000012,139859.84437092397,0.03675219039600733,0.03675219039600733,Overpriced
1227,Somerst,6,1933,2007,214000.00000000017,211797.1460236408,0.010400772709720577,0.010400772709720577,Overpriced
1228,NAmes,5,912,1965,146999.99999999988,143097.55279017714,0.027271236535713998,0.027271236535713998,Overpriced
1229,NridgHt,9,1702,2008,367293.9999999998,398891.7799223074,-0.07921391593595115,0.07921391593595115,Underpriced
1230,NAmes,5,1507,1960,126999.99999999991,145480.74542363986,-0.12703224313172184,0.12703224313172184,Underpriced
1231,Sawyer,5,2620,1977,189999.9999999999,202080.67829337844,-0.05978146152023469,0.05978146152023469,Underpriced
1232,NAmes,5,1190,1962,132499.9999999999,151100.94376631296,-0.12310276364044802,0.12310276364044802,Underpriced
1233,NAmes,4,1224,1962,101800.00000000003,97862.45272858615,0.04023552610452502,0.04023552610452502,Overpriced
1234,NAmes,5,1188,1959,142000.0,133878.519806904,0.06066305636490307,0.06066305636490307,Overpriced
1235,SWISU,5,1964,1911,130000.00000000009,109130.09811913555,0.1912387346896839,0.1912387346896839,Overpriced
1236,Crawfor,5,1784,1914,138887.0,147248.0258730836,-0.056781921682876414,0.056781921682876414,Underpriced
1237,NridgHt,7,1626,2003,175500.0,175216.44555227534,0.001618309553255153,0.001618309553255153,Overpriced
1238,CollgCr,7,1948,2004,195000.00000000006,222959.053157373,-0.12539994569154536,0.12539994569154536,Underpriced
1239,SawyerW,6,1141,2005,142500.00000000012,131019.8649190835,0.08762133198661615,0.08762133198661615,Overpriced
1240,Timber,8,1484,2006,265900.0000000002,226178.1704285586,0.17562185376324035,0.17562185376324035,Overpriced
1241,CollgCr,7,1768,2003,224900.00000000012,206447.08444410612,0.08938327032121383,0.08938327032121383,Overpriced
1242,Somerst,7,1689,2007,248327.99999999985,242209.711192071,0.025260295212016018,0.025260295212016018,Overpriced
1243,NWAmes,7,1173,1974,170000.00000000012,151469.79894657483,0.1223359453983372,0.1223359453983372,Overpriced
1244,NridgHt,10,2076,2006,465000.00000000023,389836.0761578721,0.19280905087832087,0.19280905087832087,Overpriced
1245,Crawfor,8,1517,1929,230000.0000000001,214207.67162602497,0.07372438276415327,0.07372438276415327,Overpriced
